Product Category,Cable Type,Voltage Grade,Conductor Material,Core Count,Cross Section (sq.mm),Armouring,Insulation Type,Standard,Price (Rupees/m),Source
Overhead Conductor,AAAC,33 kV,Aluminium,1,148,Unarmoured,Bare,IS 398 (Part 4),255,Extended: demo estimate — replace with real rates
Overhead Conductor,AAAC,33 kV,Aluminium,1,232,Unarmoured,Bare,IS 398 (Part 4),392,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,2,1.5,Armoured,XLPE,BS 6387,277,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,2,2.5,Armoured,XLPE,BS 6387,360,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,2,4,Armoured,XLPE,BS 6387,485,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,3,1.5,Armoured,XLPE,BS 6387,381,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,3,2.5,Armoured,XLPE,BS 6387,495,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,3,4,Armoured,XLPE,BS 6387,667,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,4,1.5,Armoured,XLPE,BS 6387,484,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,4,2.5,Armoured,XLPE,BS 6387,630,Extended: demo estimate — replace with real rates
Fire Survival,Fire Survival Cable,1.1 kV,Copper,4,4,Armoured,XLPE,BS 6387,848,Extended: demo estimate — replace with real rates
Mining & Crane,Rubber Trailing Cable,1.1 kV,Copper,3,25,Unarmoured,EPR,IS 9968,520,Extended: demo estimate — replace with real rates
Mining & Crane,Rubber Trailing Cable,1.1 kV,Copper,3,35,Unarmoured,EPR,IS 9968,690,Extended: demo estimate — replace with real rates
Mining & Crane,Rubber Trailing Cable,1.1 kV,Copper,3,50,Unarmoured,EPR,IS 9968,930,Extended: demo estimate — replace with real rates
Mining & Crane,Rubber Trailing Cable,1.1 kV,Copper,3,70,Unarmoured,EPR,IS 9968,1240,Extended: demo estimate — replace with real rates
Mining & Crane,Rubber Trailing Cable,1.1 kV,Copper,3,95,Unarmoured,EPR,IS 9968,1580,Extended: demo estimate — replace with real rates
EV Charging,EV Charging Cable,1 kV,Copper,5,2.5,Unarmoured,TPU,IEC 62893,240,Extended: demo estimate — replace with real rates
EV Charging,EV Charging Cable,1 kV,Copper,5,4,Unarmoured,TPU,IEC 62893,320,Extended: demo estimate — replace with real rates
EV Charging,EV Charging Cable,1 kV,Copper,5,6,Unarmoured,TPU,IEC 62893,430,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,5,1.5,Armoured,PVC,IS 1554 (Part 1):1988,180,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,5,2.5,Armoured,PVC,IS 1554 (Part 1):1988,249,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,7,1.5,Armoured,PVC,IS 1554 (Part 1):1988,231,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,7,2.5,Armoured,PVC,IS 1554 (Part 1):1988,318,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,10,1.5,Armoured,PVC,IS 1554 (Part 1):1988,307,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,10,2.5,Armoured,PVC,IS 1554 (Part 1):1988,423,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,12,1.5,Armoured,PVC,IS 1554 (Part 1):1988,357,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,12,2.5,Armoured,PVC,IS 1554 (Part 1):1988,493,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,16,1.5,Armoured,PVC,IS 1554 (Part 1):1988,458,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,16,2.5,Armoured,PVC,IS 1554 (Part 1):1988,632,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,19,1.5,Armoured,PVC,IS 1554 (Part 1):1988,534,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,19,2.5,Armoured,PVC,IS 1554 (Part 1):1988,737,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,24,1.5,Armoured,PVC,IS 1554 (Part 1):1988,660,Extended: demo estimate — replace with real rates
LT Control,Multicore Control Cable,1.1 kV,Copper,24,2.5,Armoured,PVC,IS 1554 (Part 1):1988,911,Extended: demo estimate — replace with real rates
Railway Signalling,Signalling Cable,1.1 kV,Copper,2,1,Armoured,PVC,IRS:S 63,68,Extended: demo estimate — replace with real rates
Railway Signalling,Signalling Cable,1.1 kV,Copper,4,1,Armoured,PVC,IRS:S 63,110,Extended: demo estimate — replace with real rates
Railway Signalling,Signalling Cable,1.1 kV,Copper,6,1,Armoured,PVC,IRS:S 63,152,Extended: demo estimate — replace with real rates
Railway Signalling,Signalling Cable,1.1 kV,Copper,10,1,Armoured,PVC,IRS:S 63,235,Extended: demo estimate — replace with real rates
HT Power,A2XWaY,3.3 kV,Aluminium,1,70,Unarmoured,XLPE,IS 7098 (Part 2):2011,840,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,95,Unarmoured,XLPE,IS 7098 (Part 2):2011,927,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,120,Unarmoured,XLPE,IS 7098 (Part 2):2011,1041,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,150,Unarmoured,XLPE,IS 7098 (Part 2):2011,1166,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,185,Unarmoured,XLPE,IS 7098 (Part 2):2011,1354,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,240,Unarmoured,XLPE,IS 7098 (Part 2):2011,1600,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,300,Unarmoured,XLPE,IS 7098 (Part 2):2011,1844,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,400,Unarmoured,XLPE,IS 7098 (Part 2):2011,2239,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,500,Unarmoured,XLPE,IS 7098 (Part 2):2011,2856,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,630,Unarmoured,XLPE,IS 7098 (Part 2):2011,3450,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,800,Unarmoured,XLPE,IS 7098 (Part 2):2011,4280,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XWaY,3.3 kV,Aluminium,1,1000,Unarmoured,XLPE,IS 7098 (Part 2):2011,5069,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,70,Armoured,XLPE,IS 7098 (Part 2):2011,1061,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,95,Armoured,XLPE,IS 7098 (Part 2):2011,1163,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,120,Armoured,XLPE,IS 7098 (Part 2):2011,1305,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,150,Armoured,XLPE,IS 7098 (Part 2):2011,1459,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,185,Armoured,XLPE,IS 7098 (Part 2):2011,1703,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,240,Armoured,XLPE,IS 7098 (Part 2):2011,2017,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,300,Armoured,XLPE,IS 7098 (Part 2):2011,2310,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,400,Armoured,XLPE,IS 7098 (Part 2):2011,2808,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,500,Armoured,XLPE,IS 7098 (Part 2):2011,3583,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,630,Armoured,XLPE,IS 7098 (Part 2):2011,4329,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,800,Armoured,XLPE,IS 7098 (Part 2):2011,5381,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFaY,3.3 kV,Aluminium,1,1000,Armoured,XLPE,IS 7098 (Part 2):2011,6365,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,70,Unarmoured,XLPE,IS 7098 (Part 2):2011,1856,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,95,Unarmoured,XLPE,IS 7098 (Part 2):2011,2094,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,120,Unarmoured,XLPE,IS 7098 (Part 2):2011,2535,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,150,Unarmoured,XLPE,IS 7098 (Part 2):2011,2976,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,185,Unarmoured,XLPE,IS 7098 (Part 2):2011,3414,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,240,Unarmoured,XLPE,IS 7098 (Part 2):2011,4162,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,300,Unarmoured,XLPE,IS 7098 (Part 2):2011,4975,Extended: armouring mirror of EY row — verify before quoting
HT Power,A2XFY,3.3 kV,Aluminium,3,400,Unarmoured,XLPE,IS 7098 (Part 2):2011,6309,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,1,4,Armoured,XLPE,IS 7098 (Part 1):1988,135,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,4,Armoured,XLPE,IS 7098 (Part 1):1988,168,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,3,4,Armoured,XLPE,IS 7098 (Part 1):1988,201,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,6,Armoured,XLPE,IS 7098 (Part 1):1988,271,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,3,10,Armoured,XLPE,IS 7098 (Part 1):1988,302,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,10,Armoured,XLPE,IS 7098 (Part 1):1988,356,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,16,Armoured,XLPE,IS 7098 (Part 1):1988,275,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,16,Armoured,XLPE,IS 7098 (Part 1):1988,452,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,25,Armoured,XLPE,IS 7098 (Part 1):1988,356,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,25,Armoured,XLPE,IS 7098 (Part 1):1988,668,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,35,Armoured,XLPE,IS 7098 (Part 1):1988,467,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,35,Armoured,XLPE,IS 7098 (Part 1):1988,796,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,50,Armoured,XLPE,IS 7098 (Part 1):1988,586,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,50,Armoured,XLPE,IS 7098 (Part 1):1988,1065,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,70,Armoured,XLPE,IS 7098 (Part 1):1988,844,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,70,Armoured,XLPE,IS 7098 (Part 1):1988,1528,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,95,Armoured,XLPE,IS 7098 (Part 1):1988,1000,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,95,Armoured,XLPE,IS 7098 (Part 1):1988,1822,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,2,120,Armoured,XLPE,IS 7098 (Part 1):1988,1248,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XY,1.1 kV,Aluminium,4,120,Armoured,XLPE,IS 7098 (Part 1):1988,2323,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWaY,1.1 kV,Aluminium,1,4,Unarmoured,XLPE,IS 7098 (Part 1):1988,182,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,2,4,Unarmoured,XLPE,IS 7098 (Part 1):1988,220,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,4,6,Unarmoured,XLPE,IS 7098 (Part 1):1988,287,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,2,16,Unarmoured,XLPE,IS 7098 (Part 1):1988,317,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,4,16,Unarmoured,XLPE,IS 7098 (Part 1):1988,422,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,2,25,Unarmoured,XLPE,IS 7098 (Part 1):1988,338,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,4,25,Unarmoured,XLPE,IS 7098 (Part 1):1988,552,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,2,35,Unarmoured,XLPE,IS 7098 (Part 1):1988,422,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,4,35,Unarmoured,XLPE,IS 7098 (Part 1):1988,715,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,2,50,Unarmoured,XLPE,IS 7098 (Part 1):1988,546,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,4,50,Unarmoured,XLPE,IS 7098 (Part 1):1988,955,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,2,70,Unarmoured,XLPE,IS 7098 (Part 1):1988,731,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,4,70,Unarmoured,XLPE,IS 7098 (Part 1):1988,1298,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,2,95,Unarmoured,XLPE,IS 7098 (Part 1):1988,903,Extended: armouring mirror of EY row — verify before quoting
LT Power,A2XWY,1.1 kV,Aluminium,4,95,Unarmoured,XLPE,IS 7098 (Part 1):1988,1619,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,1,4,Armoured,XLPE,IS 7098 (Part 1):1988,411,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,4,Armoured,XLPE,IS 7098 (Part 1):1988,584,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,6,Armoured,XLPE,IS 7098 (Part 1):1988,722,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,10,Armoured,XLPE,IS 7098 (Part 1):1988,1038,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,10,Armoured,XLPE,IS 7098 (Part 1):1988,1703,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,16,Armoured,XLPE,IS 7098 (Part 1):1988,1464,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,16,Armoured,XLPE,IS 7098 (Part 1):1988,2666,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,25,Armoured,XLPE,IS 7098 (Part 1):1988,2438,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,25,Armoured,XLPE,IS 7098 (Part 1):1988,4438,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,35,Armoured,XLPE,IS 7098 (Part 1):1988,3378,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,35,Armoured,XLPE,IS 7098 (Part 1):1988,6358,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,50,Armoured,XLPE,IS 7098 (Part 1):1988,4631,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,50,Armoured,XLPE,IS 7098 (Part 1):1988,8501,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,70,Armoured,XLPE,IS 7098 (Part 1):1988,6603,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,70,Armoured,XLPE,IS 7098 (Part 1):1988,12559,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,2,95,Armoured,XLPE,IS 7098 (Part 1):1988,9026,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XY,1.1 kV,Copper,4,95,Armoured,XLPE,IS 7098 (Part 1):1988,17612,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWaY,1.1 kV,Copper,1,4,Unarmoured,XLPE,IS 7098 (Part 1):1988,365,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,4,Unarmoured,XLPE,IS 7098 (Part 1):1988,488,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,6,Unarmoured,XLPE,IS 7098 (Part 1):1988,704,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,10,Unarmoured,XLPE,IS 7098 (Part 1):1988,815,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,10,Unarmoured,XLPE,IS 7098 (Part 1):1988,1462,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,16,Unarmoured,XLPE,IS 7098 (Part 1):1988,1209,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,16,Unarmoured,XLPE,IS 7098 (Part 1):1988,2162,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,25,Unarmoured,XLPE,IS 7098 (Part 1):1988,1986,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,25,Unarmoured,XLPE,IS 7098 (Part 1):1988,3574,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,35,Unarmoured,XLPE,IS 7098 (Part 1):1988,2721,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,35,Unarmoured,XLPE,IS 7098 (Part 1):1988,5070,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,50,Unarmoured,XLPE,IS 7098 (Part 1):1988,3555,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,50,Unarmoured,XLPE,IS 7098 (Part 1):1988,6879,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,70,Unarmoured,XLPE,IS 7098 (Part 1):1988,5280,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,70,Unarmoured,XLPE,IS 7098 (Part 1):1988,9930,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,2,95,Unarmoured,XLPE,IS 7098 (Part 1):1988,7296,Extended: armouring mirror of EY row — verify before quoting
LT Power,2XWY,1.1 kV,Copper,4,95,Unarmoured,XLPE,IS 7098 (Part 1):1988,13794,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,2,0.5,Unarmoured,PVC,IS 1554 (Part 1):1988,172,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,2,1,Unarmoured,PVC,IS 1554 (Part 1):1988,202,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,4,1,Unarmoured,PVC,IS 1554 (Part 1):1988,269,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,8,1,Unarmoured,PVC,IS 1554 (Part 1):1988,409,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,12,1,Unarmoured,PVC,IS 1554 (Part 1):1988,527,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,4,1.5,Unarmoured,PVC,IS 1554 (Part 1):1988,392,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,8,1.5,Unarmoured,PVC,IS 1554 (Part 1):1988,583,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,12,1.5,Unarmoured,PVC,IS 1554 (Part 1):1988,796,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,19,1.5,Unarmoured,PVC,IS 1554 (Part 1):1988,1108,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,24,1.5,Unarmoured,PVC,IS 1554 (Part 1):1988,1382,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,37,1.5,Unarmoured,PVC,IS 1554 (Part 1):1988,1924,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,61,1.5,Unarmoured,PVC,IS 1554 (Part 1):1988,2964,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,2,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,282,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,4,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,464,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,8,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,811,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,12,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,1148,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,19,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,1683,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,24,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,2042,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,37,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,2844,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XFY,1.1 kV,Copper,61,2.5,Unarmoured,XLPE,IS 1554 (Part 1):1988,4241,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,2,1,Armoured,PVC,IS 1554 (Part 1):1988,228,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,4,1,Armoured,PVC,IS 1554 (Part 1):1988,293,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,8,1,Armoured,PVC,IS 1554 (Part 1):1988,483,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,12,1,Armoured,XLPE,IS 1554 (Part 1):1988,636,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,8,1.5,Armoured,PVC,IS 1554 (Part 1):1988,598,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,12,1.5,Armoured,PVC,IS 1554 (Part 1):1988,805,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,19,1.5,Armoured,XLPE,IS 1554 (Part 1):1988,1210,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,24,1.5,Armoured,PVC,IS 1554 (Part 1):1988,1494,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,37,1.5,Armoured,PVC,IS 1554 (Part 1):1988,2056,Extended: armouring mirror of EY row — verify before quoting
LT Control,2XY,1.1 kV,Copper,61,1.5,Armoured,PVC,IS 1554 (Part 1):1988,3272,Extended: armouring mirror of EY row — verify before quoting
Flexible,FR,1.1 kV,Copper,1,0.5,Armoured,FR PVC,IS 694:2010,10,Extended: armouring mirror of EY row — verify before quoting
Flexible,FR,1.1 kV,Copper,1,0.75,Armoured,FR PVC,IS 694:2010,13,Extended: armouring mirror of EY row — verify before quoting
Flexible,FR,1.1 kV,Copper,1,1,Armoured,FR PVC,IS 694:2010,16,Extended: armouring mirror of EY row — verify before quoting
Flexible,FR,1.1 kV,Copper,1,1.5,Armoured,FR PVC,IS 694:2010,21,Extended: armouring mirror of EY row — verify before quoting
Flexible,FR,1.1 kV,Copper,1,2.5,Armoured,FR PVC,IS 694:2010,34,Extended: armouring mirror of EY row — verify before quoting
Flexible,FR,1.1 kV,Copper,1,4,Armoured,FR PVC,IS 694:2010,51,Extended: armouring mirror of EY row — verify before quoting
Flexible,FR,1.1 kV,Copper,1,6,Armoured,FR PVC,IS 694:2010,73,Extended: armouring mirror of EY row — verify before quoting
Flexible,FRLS,1.1 kV,Copper,1,1,Armoured,FRLS PVC,IS 694:2010,19,Extended: armouring mirror of EY row — verify before quoting
Flexible,FRLS,1.1 kV,Copper,1,2.5,Armoured,FRLS PVC,IS 694:2010,38,Extended: armouring mirror of EY row — verify before quoting
Flexible,HRFR,1.1 kV,Copper,1,1.5,Armoured,HRFR PVC,IS 694:2010,23,Extended: armouring mirror of EY row — verify before quoting
Flexible,HRFR,1.1 kV,Copper,1,2.5,Armoured,HRFR PVC,IS 694:2010,39,Extended: armouring mirror of EY row — verify before quoting
Flexible,HRFR,1.1 kV,Copper,1,4,Armoured,HRFR PVC,IS 694:2010,60,Extended: armouring mirror of EY row — verify before quoting
Flexible,HRFR,1.1 kV,Copper,1,6,Armoured,HRFR PVC,IS 694:2010,83,Extended: armouring mirror of EY row — verify before quoting
Flexible,HRFR,1.1 kV,Copper,1,10,Armoured,HRFR PVC,IS 694:2010,132,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FR,1.1 kV,Copper,1,0.75,Armoured,PVC,IS 694:2010,40,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FR,1.1 kV,Copper,1,1,Armoured,PVC,IS 694:2010,52,Extended: armouring mirror of EY row — verify before quoting
Industrial Cable,FR,1.1 kV,Copper,1,1.5,Armoured,PVC,IS 694:2010,75,Extended: armouring mirror of EY row — verify before quoting
